,state,article_title,revision_id,article_quality
17040,Louisiana,"Sibley, Louisiana",1166231302,C
17041,Ohio,"Bradner, Ohio",1175249857,C
17042,Iowa,"Solon, Iowa",1165902054,C
17043,Iowa,"Scott County, Iowa",1179080529,C
17044,Pennsylvania,"Stillwater, Pennsylvania",1158105974,GA
17045,Minnesota,"Roscoe, Minnesota",1172951413,C
17046,Illinois,"Oquawka, Illinois",1155183765,C
17047,Illinois,"Lyons, Illinois",1169840058,C
17048,Texas,"Meadow, Texas",1172797752,C
17049,New Jersey,"Ocean Gate, New Jersey",1178955543,GA
17050,Idaho,"Wallace, Idaho",1171375022,B
17051,South Carolina,"Sullivan's Island, South Carolina",1176294906,GA
17052,California,"Placerville, California",1177244343,C
17053,Michigan,"Plainwell, Michigan",1157226899,C
17054,Ohio,"North Ridgeville, Ohio",1165895859,C
17055,Arkansas,"Murfreesboro, Arkansas",1165894787,C
17056,New Jersey,"Tenafly, New Jersey",1179882512,FA
17057,Oregon,"Adrian, Oregon",1165506129,GA
17058,Tennessee,"Millington, Tennessee",1165893543,C
17059,Maryland,"Luke, Maryland",1177868908,C
17060,Texas,"Hempstead, Texas",1173459378,GA
17061,Georgia (U.S. state),"Bremen, Georgia",1172047395,C
17062,Ohio,"Sheffield, Ohio",1167670729,C
17063,Georgia (U.S. state),"Plainville, Georgia",1165898093,GA
17064,Maine,"Hiram, Maine",1174510851,C
17065,Massachusetts,"Paxton, Massachusetts",1174813021,C
17066,Iowa,"Council Bluffs, Iowa",1179870684,B
17067,Georgia (U.S. state),"Bloomingdale, Georgia",1165536413,Start
17068,Iowa,"West Chester, Iowa",1165907116,C
17069,Michigan,"Marengo Township, Michigan",1174716107,Start
17070,Wyoming,"Wamsutter, Wyoming",1169591845,GA
17071,Indiana,"Austin, Indiana",1173074161,GA
17072,Missouri,"Bolckow, Missouri",1165536585,C
17073,Iowa,"Ridgeway, Iowa",1167829662,C
17074,Washington,"Lake Stevens, Washington",1179729883,FA
17075,Ohio,"Holiday City, Ohio",1174972478,C
17076,Idaho,"Hamer, Idaho",1166425266,C
17077,Illinois,"Cahokia, Illinois",1170437868,C
17078,Arizona,"Cottonwood, Arizona",1165645327,C
17079,Pennsylvania,"Caln Township, Chester County, Pennsylvania",1177314007,GA
17080,Colorado,"Genoa, Colorado",1157193660,GA
17081,New Jersey,"Dumont, New Jersey",1169221516,GA
17082,California,"Los Banos, California",1177307341,C
17083,Mississippi,"Learned, Mississippi",1179263613,C
17084,New York,"Walden, New York",1168656960,C
17085,Indiana,"Haubstadt, Indiana",1166180707,C
17086,Montana,"Richey, Montana",1152558173,C
17087,Pennsylvania,"Hughestown, Pennsylvania",1176339464,C
17088,Texas,"Blum, Texas",1179086417,C
17089,Illinois,"Muddy, Illinois",1179213212,GA
17090,Georgia (U.S. state),"Omega, Georgia",1165896613,Start
17091,Texas,"Barstow, Texas",1177101672,GA
17092,Maine,"Southport, Maine",1171733698,C
17093,Pennsylvania,"Port Vue, Pennsylvania",1169848426,C
17094,Utah,"White City, Utah",1165388779,Start
17095,Louisiana,"Gilbert, Louisiana",1167020680,C
17096,Indiana,"DeMotte, Indiana",1166066509,C
17097,Tennessee,"Gilt Edge, Tennessee",1165748006,C
17098,Michigan,"Filer Charter Township, Michigan",1174457956,C
17099,New York,"Johnson City, New York",1176133193,C
17100,Texas,"Roma, Texas",1165900160,GA
17101,Michigan,"Hematite Township, Michigan",1168712535,Start
17102,Pennsylvania,"Boswell, Pennsylvania",1157350983,C
17103,Ohio,"Berea, Ohio",1179843742,C
17104,Massachusetts,"Carver, Massachusetts",1166017373,C
17105,Texas,"Jourdanton, Texas",1165751380,C
17106,New York,"Mamaroneck (village), New York",1176705590,C
17107,Indiana,"East Germantown, Indiana",1166067232,GA
17108,North Dakota,"Lawton, North Dakota",1172673164,C
17109,Ohio,"South Zanesville, Ohio",1167675037,C
17110,Minnesota,"Eveleth, Minnesota",1175884108,GA
17111,Pennsylvania,"Brookhaven, Pennsylvania",1167971491,GA
17112,Iowa,"Iowa County, Iowa",1160186010,C
17113,New York,"Jordan, New York",1167287503,C
17114,West Virginia,"McMechen, West Virginia",1165892915,C
17115,Illinois,"Wilsonville, Illinois",1167842719,C
17116,California,"Biggs, California",1165536132,GA
17117,Illinois,"Flat Rock, Illinois",1171837674,C
17118,New Hampshire,"Berlin, New Hampshire",1168867260,B
17119,Michigan,"Auburn Hills, Michigan",1175565056,C
17120,New Jersey,"Fredon Township, New Jersey",1179887272,GA
17121,Maine,"Waldo, Maine",1166332376,C
17122,Michigan,"Benzonia Township, Michigan",1166608439,C
17123,Arkansas,"Elkins, Arkansas",1177678374,C
17124,Michigan,"Stephenson, Michigan",1177611430,GA
17125,New York,"Argyle (village), New York",1177867820,C
17126,Maine,"Byron, Maine",1174509366,C
17127,Iowa,"Sheldahl, Iowa",1165901527,C
17128,North Dakota,"Bathgate, North Dakota",1172528493,C
17129,Texas,"Milford, Texas",1175046737,C
17130,Michigan,"Sanborn Township, Michigan",1167667441,Start
17131,Michigan,"Dimondale, Michigan",1166851643,C
17132,Tennessee,"Waverly, Tennessee",1144884093,GA
17133,Colorado,"Durango, Colorado",1179063985,GA
17134,Illinois,"Kilbourne, Illinois",1167290177,C
17135,West Virginia,"Farmington, West Virginia",1174003566,C
17136,Pennsylvania,"Meadville, Pennsylvania",1177759753,C
17137,Missouri,"St. George, Missouri",1179094393,GA
17138,Georgia (U.S. state),"Milner, Georgia",1165893555,Start
17139,Pennsylvania,"Stockdale, Pennsylvania",1159039840,C
17140,Texas,"Chireno, Texas",1165539339,GA
17141,Illinois,"Illiopolis, Illinois",1167176937,C
17142,Ohio,"Millersburg, Ohio",1173624741,GA
17143,Missouri,"Junction City, Missouri",1167287864,Start
17144,Oklahoma,"Claremore, Oklahoma",1176956800,GA
17145,South Carolina,"Myrtle Beach, South Carolina",1175861661,GA
17146,Mississippi,"Sylvarena, Mississippi",1167680595,Start
17147,Oregon,"Beaverton, Oregon",1179824133,GA
17148,Ohio,"Attica, Ohio",1171197018,C
17149,Pennsylvania,"McAdoo, Pennsylvania",1176133763,C
17150,Minnesota,"Bellingham, Minnesota",1165509179,C
17151,Maine,"Easton, Maine",1166067301,GA
17152,South Carolina,"Olar, South Carolina",1173788497,C
17153,Michigan,"Byron, Michigan",1166639860,C
17154,Utah,"Herriman, Utah",1165749825,C
17155,Illinois,"Charleston, Illinois",1179392651,C
17156,Arizona,"Globe, Arizona",1175877749,C
17157,Ohio,"Latty, Ohio",1168622923,C
17158,Pennsylvania,"Greenwich Township, Berks County, Pennsylvania",1178623839,C
17159,Pennsylvania,"Smithfield Township, Monroe County, Pennsylvania",1174316827,GA
17160,Illinois,"Calumet City, Illinois",1174233733,GA
17161,Illinois,"Media, Illinois",1167341469,C
17162,Indiana,"Hebron, Indiana",1166180813,GA
17163,Missouri,"Winchester, Missouri",1169890471,C
17164,New York,"Delanson, New York",1171868563,C
17165,Hawaii,"Hanapepe, Hawaii",1177245005,C
17166,Michigan,"Antrim Township, Michigan",1174667955,B
17167,Pennsylvania,"Fayette Township, Pennsylvania",1172847794,C
17168,Pennsylvania,"Lykens, Pennsylvania",1171925308,C
17169,Colorado,"El Paso County, Colorado",1176444465,C
17170,Kansas,"Andover, Kansas",1176026687,C
17171,Ohio,"Greenwich, Ohio",1167128479,C
17172,Maryland,"Brunswick, Maryland",1173483703,C
17173,Maine,"Union, Maine",1166331901,C
17174,Vermont,"Morrisville (village), Vermont",171005548,Stub
17175,Illinois,"Schiller Park, Illinois",1171663185,C
17176,Pennsylvania,"East Hempfield Township, Lancaster County, Pennsylvania",1174010119,C
17177,Illinois,"Bradford, Illinois",1166632327,C
17178,New Mexico,"Loving, New Mexico",1167322866,GA
17179,Rhode Island,"Jamestown, Rhode Island",1166181853,C
17180,Illinois,"Thornton, Illinois",1171836455,C
17181,Maine,"Waterboro, Maine",1159673721,C
17182,Arkansas,"Yellville, Arkansas",1165908617,C
17183,Ohio,"South Lebanon, Ohio",1172880534,C
17184,Wisconsin,"Oshkosh, Wisconsin",1178954015,C
17185,Virginia,"Dinwiddie County, Virginia",1179891099,C
17186,Maine,"Portage Lake, Maine",1166229259,C
17187,Colorado,"Cherry Hills Village, Colorado",1176416186,GA
17188,Michigan,"Carmel Township, Michigan",1166691096,Start
17189,Massachusetts,"Williamsburg, Massachusetts",1174232695,C
17190,Pennsylvania,"Catharine Township, Blair County, Pennsylvania",1178758776,C
17191,Texas,"Harker Heights, Texas",1165767310,C
17192,Alabama,"Rutledge, Alabama",1166230534,Start
17193,Oregon,"Arlington, Oregon",1165507522,GA
17194,Alabama,"Crossville, Alabama",1166066155,C
17195,California,"Solana Beach, California",1171548125,C
17196,New Jersey,"Cliffside Park, New Jersey",1178115529,B
17197,Texas,"Centerville, Texas",1165538851,GA
17198,Texas,"Clute, Texas",1165644541,GA
17199,Illinois,"Franklin Park, Illinois",1179647262,C
17200,Maine,"Waterford, Maine",1166332741,C
17201,Florida,"DeBary, Florida",1177895690,C
17202,Washington,"Olympia, Washington",1179718106,GA
17203,Ohio,"West Elkton, Ohio",1169681270,C
17204,Idaho,"Stanley, Idaho",1180001871,GA
17205,Pennsylvania,"Jenks Township, Forest County, Pennsylvania",1173806640,C
17206,Pennsylvania,"Columbia Township, Bradford County, Pennsylvania",1166756947,Start
17207,Ohio,"Scott, Ohio",1168623205,C
17208,Oregon,"Lakeview, Oregon",1179252366,FA
17209,Minnesota,"Delavan, Minnesota",1179229249,C
17210,Illinois,"Union, Illinois",1167740535,C
17211,Pennsylvania,"Latrobe, Pennsylvania",1171798248,GA
17212,Texas,"Jacksboro, Texas",1165750985,C
17213,Texas,"Overton, Texas",1161411765,C
17214,Pennsylvania,"Coolspring Township, Mercer County, Pennsylvania",1159987276,C
17215,Iowa,"Ferguson, Iowa",1165746855,C
17216,Maine,"Buckfield, Maine",1174681280,C
17217,Ohio,"New London, Ohio",1167395787,C
17218,Texas,"Winnsboro, Texas",1167807405,C
17219,Illinois,"Hurst, Illinois",1165750681,C
17220,New Mexico,"Elephant Butte, New Mexico",1165648028,C
17221,California,"Jurupa Valley, California",1178228905,C
17222,Iowa,"Chatsworth, Iowa",1165539061,C
17223,Pennsylvania,"Redbank Township, Clarion County, Pennsylvania",1156646099,C
17224,Oregon,"Merrill, Oregon",1165893251,GA
17225,Oregon,"Sheridan, Oregon",1165901584,GA
17226,Minnesota,"Trail, Minnesota",1165904790,C
17227,Texas,"Tyler, Texas",1179424576,GA
17228,California,"Temple City, California",1172342553,GA
17229,Texas,"Hudson Oaks, Texas",1170712687,C
17230,Ohio,"Seville, Ohio",1167670024,C
17231,Arkansas,"Alma, Arkansas",1175126769,C
17232,Illinois,"Macon, Illinois",1172022789,C
17233,Utah,"Mapleton, Utah",1178698210,C
17234,Kentucky,"Mayfield, Kentucky",1177444669,C
17235,Texas,"Fruitvale, Texas",1174638006,C
17236,Illinois,"Beckemeyer, Illinois",1167562134,C
17237,Maine,"Peru, Maine",1166211213,C
17238,Pennsylvania,"Armagh, Pennsylvania",1174460788,GA
17239,Kentucky,"Nortonville, Kentucky",1165895988,C
17240,Iowa,"Waterloo, Iowa",1179869674,GA
17241,Oklahoma,"McAlester, Oklahoma",1177919968,GA
17242,New Jersey,"Rochelle Park, New Jersey",1177067930,GA
17243,California,"El Monte, California",1177438454,GA
17244,Alabama,"Littleville, Alabama",1166206172,Start
17245,North Dakota,"Bucyrus, North Dakota",1174282955,C
17246,West Virginia,"Junior, West Virginia",1166182126,GA
17247,Michigan,"White Lake Township, Michigan",1155704221,C
17248,Tennessee,"Tazewell, Tennessee",1166331160,GA
17249,Tennessee,"Bristol, Tennessee",1162124457,C
17250,Minnesota,"Hendricks, Minnesota",1175271255,GA
17251,Pennsylvania,"Mount Pleasant, Pennsylvania",1179844127,GA
17252,Michigan,"Marion Township, Osceola County, Michigan",1174716192,Start
17253,South Carolina,"Reidville, South Carolina",1166229729,GA
17254,Maine,"Stow, Maine",1166330615,Start
17255,Pennsylvania,"Harveys Lake, Pennsylvania",1169081443,GA
17256,Michigan,"East Tawas, Michigan",1155701334,C
17257,Georgia (U.S. state),"Talking Rock, Georgia",1166331089,C
17258,Louisiana,"Jena, Louisiana",1167437037,C
17259,Alabama,"Samson, Alabama",1165900688,C
17260,Montana,"Sunburst, Montana",1108697670,C
17261,New York,"Franklinville (village), New York",1167017646,C
17262,Vermont,"Craftsbury, Vermont",1177533112,C
17263,Indiana,"Elletsville, Indiana",219330388,Stub
17264,Pennsylvania,"Barr Township, Cambria County, Pennsylvania",1172051191,Stub
17265,Illinois,"Steward, Illinois",1179294015,C
17266,Indiana,"Scottsburg, Indiana",1160399962,GA
17267,Washington,"Millwood, Washington",1168330701,GA
17268,Iowa,"Laurel, Iowa",1165889342,C
17269,Pennsylvania,"Williamsburg, Pennsylvania",1176715010,C
17270,Georgia (U.S. state),"Cairo, Georgia",1175371412,C
17271,New York,"Upper Brookville, New York",1167740958,C
17272,California,"San Jacinto, California",1170540067,C
17273,Idaho,"Swan Valley, Idaho",1165903533,C
17274,Florida,"Port St. Lucie, Florida",1177337321,C
17275,Minnesota,"Palisade, Minnesota",1165897072,C
17276,Pennsylvania,"Rayne Township, Indiana County, Pennsylvania",1175382184,Stub
17277,Iowa,"Readlyn, Iowa",1165899288,C
17278,Louisiana,"Hammond, Louisiana",1177402407,C
17279,Kentucky,"Hazard, Kentucky",1162891492,C
17280,Pennsylvania,"Knox, Pennsylvania",1157437725,GA
17281,Wisconsin,"Fountain City, Wisconsin",1165747267,C
17282,New York,"Kiryas Joel, New York",1179308025,B
17283,Vermont,"Brunswick, Vermont",1174700863,Start
17284,Pennsylvania,"Jamestown, Pennsylvania",1175848037,GA
17285,West Virginia,"Sand Fork, West Virginia",1166230647,GA
17286,Wyoming,"Superior, Wyoming",1166330907,C
17287,Michigan,"Lodi Township, Michigan",1171957349,C
17288,New York,"Brushton, New York",1166635646,C
17289,Illinois,"Bath, Illinois",1166534668,C
17290,West Virginia,"Albright, West Virginia",1171182845,GA
17291,Michigan,"Free Soil Township, Michigan",1174698979,C
17292,Texas,"Sweetwater, Texas",1177398817,GA
17293,Indiana,"Hamilton, Indiana",1166180324,C
17294,Pennsylvania,"Sadsbury Township, Chester County, Pennsylvania",1167666357,C
17295,Vermont,"Springfield (village), Vermont",171039544,Stub
17296,Idaho,"Caldwell, Idaho",1177309145,C
17297,Pennsylvania,"Springettsbury Township, York County, Pennsylvania",1175378627,Stub
17298,Ohio,"Ripley, Ohio",1167506587,C
17299,Michigan,"Spencer Township, Michigan",1167675538,C
17300,Iowa,"Lone Rock, Iowa",1165891234,C
17301,Arkansas,"Stuttgart, Arkansas",1176448939,C
17302,Pennsylvania,"Ararat Township, Susquehanna County, Pennsylvania",1171907093,GA
17303,Kentucky,"Wilmore, Kentucky",1172193450,GA
17304,Ohio,"Otway, Ohio",1177317440,C
17305,New Jersey,"Audubon Park, New Jersey",1179882936,GA
17306,South Carolina,"Mount Croghan, South Carolina",1166208709,C
17307,Indiana,"Whitestown, Indiana",1175968036,GA
17308,Michigan,"Pewamo, Michigan",1167494953,Start
17309,South Carolina,"Blacksburg, South Carolina",1179513286,GA
17310,Vermont,"Killington, Vermont",1166182395,GA
17311,Texas,"Orchard, Texas",1165896719,GA
17312,Pennsylvania,"East Huntingdon Township, Westmoreland County, Pennsylvania",1157357187,GA
17313,Texas,"Burleson, Texas",1170209403,C
17314,Michigan,"Ossineke Township, Michigan",1167455011,C
17315,Illinois,"Odin, Illinois",1173326031,C
17316,Oregon,"Adams, Oregon",1165502663,C
17317,Georgia (U.S. state),"Eatonton, Georgia",1179389031,GA
17318,Wisconsin,"Greenfield, Wisconsin",1170266368,C
17319,Pennsylvania,"Edgewood, Allegheny County, Pennsylvania",1168517787,C
17320,Pennsylvania,"Brady Township, Clarion County, Pennsylvania",1173812980,C
17321,Ohio,"West Salem, Ohio",1174795514,C
17322,Massachusetts,"Tolland, Massachusetts",1175888389,C
17323,Massachusetts,"Salem, Massachusetts",1180090354,B
17324,Pennsylvania,"North East, Pennsylvania",1157445691,GA
17325,New Jersey,"South Amboy, New Jersey",1179888547,B
17326,Virginia,"Franklin, Virginia",1170363182,GA
17327,Texas,"Combine, Texas",1165644957,GA
17328,Iowa,"Fayette, Iowa",1165746801,C
17329,North Dakota,"New Town, North Dakota",1173993893,C
17330,Ohio,"Vandalia, Ohio",1177989023,C
17331,Pennsylvania,"McKeesport, Pennsylvania",1172213873,C
17332,Pennsylvania,"East Manchester Township, York County, Pennsylvania",1169871704,C
17333,Pennsylvania,"Beaver Township, Columbia County, Pennsylvania",1166536139,C
17334,Alabama,"Evergreen, Conecuh County, Alabama",1158611789,C
17335,Pennsylvania,"Blair Township, Pennsylvania",1173685854,C
17336,Minnesota,"Karlstad, Minnesota",1165751868,C
17337,Colorado,"Mountain Village, Colorado",1171485655,Start
17338,Hawaii,"Honaunau-Napoopoo, Hawaii",1166425360,C
17339,Illinois,"Ringwood, Illinois",1167506478,C
17340,Pennsylvania,"Walker Township, Juniata County, Pennsylvania",1173876460,C
17341,Pennsylvania,"Rutland Township, Tioga County, Pennsylvania",1175380816,Stub
17342,Minnesota,"Alexandria, Minnesota",1173855940,C
17343,Oklahoma,"Warr Acres, Oklahoma",1179888042,GA
17344,Pennsylvania,"Fallston, Pennsylvania",1175020316,GA
17345,Maine,"Somerville, Maine",1166231527,Start
17346,Texas,"Whitehouse, Texas",1174555301,C
17347,Pennsylvania,"Matamoras, Pennsylvania",1178829001,C
17348,New York,"Farnham, New York",1178424576,C
17349,New Jersey,"Elizabeth, New Jersey",1179141226,FA
17350,Pennsylvania,"Hunlock Township, Luzerne County, Pennsylvania",1167176199,C
17351,Oregon,"Lakeside, Oregon",1157216132,GA
17352,North Dakota,"Selfridge, North Dakota",1173601726,C
17353,New Jersey,"Burlington, New Jersey",1179884714,B
17354,Florida,"Altamonte Springs, Florida",1178803800,C
17355,Michigan,"Easton Township, Michigan",1166991577,Start
17356,Pennsylvania,"Vandergrift, Pennsylvania",1173554979,C
17357,Pennsylvania,"Ulster Township, Bradford County, Pennsylvania",1175377239,Stub
17358,Massachusetts,"Braintree, Massachusetts",1179549875,GA
17359,Florida,"Grand Ridge, Florida",1173939736,Start
17360,Pennsylvania,"Mahoning Township, Montour County, Pennsylvania",1167333432,C
17361,Illinois,"Algonquin, Illinois",1171161878,C
17362,Massachusetts,"Winthrop, Massachusetts",1177823980,B
17363,North Dakota,"Cando, North Dakota",1172686807,C
17364,New York,"Troy, New York",1178415779,C
17365,Arkansas,"Shirley, Arkansas",1166231241,Start
17366,Iowa,"McGregor, Iowa",1165892812,C
17367,Wisconsin,"Sun Prairie, Wisconsin",1177364773,GA
17368,Michigan,"Sugar Island Township, Michigan",1180033067,C
17369,Massachusetts,"Ashfield, Massachusetts",1177523033,GA
17370,Virginia,"Frederick County, Virginia",1174839386,C
17371,Illinois,"Olmsted, Illinois",1167426072,C
17372,Georgia (U.S. state),"Vienna, Georgia",1167916923,C
17373,Iowa,"Leighton, Iowa",1165889872,Start
17374,Michigan,"Rose Township, Ogemaw County, Michigan",1167641294,Start
17375,Michigan,"West Branch Township, Missaukee County, Michigan",1167839449,B
17376,Missouri,"Meta, Missouri",1165893270,C
17377,Illinois,"Carol Stream, Illinois",1178515176,C
17378,Alabama,"Lisman, Alabama",1166206088,C
17379,Mississippi,"Okolona, Mississippi",1165896467,C
17380,Michigan,"Ypsilanti Charter Township, Michigan",1171959449,C
17381,Ohio,"St. Clairsville, Ohio",1165902833,C
17382,Washington,"Conconully, Washington",1166018676,C
17383,Maine,"Eliot, Maine",1166059780,C
17384,Illinois,"Pinckneyville, Illinois",1165897843,C
17385,North Dakota,"Dodge, North Dakota",1174049245,C
17386,North Dakota,"Briarwood, North Dakota",1173061925,Start
17387,Michigan,"Day Township, Michigan",1174677092,Start
17388,Texas,"Devers, Texas",1165646813,C
17389,Indiana,"Burnettsville, Indiana",1166016847,GA
17390,Illinois,"Xenia, Illinois",1167075675,C
17391,Florida,"Jacksonville, Florida",1179437446,B
17392,Michigan,"Lincoln Township, Newaygo County, Michigan",1174713936,Start
17393,Iowa,"Dike, Iowa",1165646898,C
17394,Massachusetts,"Chesterfield, Massachusetts",1174673519,C
17395,Massachusetts,"West Bridgewater, Massachusetts",1177348869,C
17396,California,"Redwood City, California",1180012128,C
17397,Iowa,"Elkader, Iowa",1167116803,C
17398,Pennsylvania,"Union Township, Jefferson County, Pennsylvania",1173811547,C
17399,Georgia (U.S. state),"Stonecrest, Georgia",1165903225,C
17400,Colorado,"Merino, Colorado",1166207535,Start
17401,Texas,"Jamaica Beach, Texas",1165751037,GA
17402,Massachusetts,"Hampden, Massachusetts",1166180371,C
17403,Georgia (U.S. state),"Roswell, Georgia",1175712919,C
17404,Utah,"Clearfield, Utah",1167451024,C
17405,South Carolina,"Moncks Corner, South Carolina",1177941057,GA
17406,Michigan,"Tilden Township, Michigan",1172033127,Start
17407,Pennsylvania,"West Brownsville, Pennsylvania",1177227410,C
17408,Missouri,"Kimberling City, Missouri",1165752199,C
17409,Pennsylvania,"Adamsburg, Pennsylvania",1160842750,C
17410,Texas,"University Park, Texas",1169070406,C
17411,Illinois,"Ava, Illinois",1165508129,C
17412,Michigan,"Columbia Township, Van Buren County, Michigan",1166756997,Start
17413,Arkansas,"Sunset, Arkansas",1166330887,C
17414,North Dakota,"Sheyenne, North Dakota",1178405582,C
17415,Alabama,"Jackson's Gap, Alabama",1166181798,Start
17416,Arkansas,"Black Springs, Arkansas",1166015767,GA
17417,Maine,"Falmouth, Maine",1168616013,C
17418,South Carolina,"Georgetown, South Carolina",1179668676,C
17419,Ohio,"New Waterford, Ohio",1168713892,C
17420,Florida,"Melbourne Village, Florida",1177422335,C
17421,Pennsylvania,"South Pymatuning Township, Mercer County, Pennsylvania",1175379053,Stub
17422,New Mexico,"San Ysidro, New Mexico",1167667428,C
17423,California,"Kerman, California",1165752085,GA
17424,Pennsylvania,"Curtin Township, Centre County, Pennsylvania",1114662839,C
17425,Mississippi,"Ecru, Mississippi",1166067445,Start
17426,Illinois,"Lanark, Illinois",1165752927,C
17427,Pennsylvania,"Jordan Township, Lycoming County, Pennsylvania",1157437400,GA
17428,Tennessee,"Greenfield, Tennessee",1179552640,C
17429,Pennsylvania,"Green Hills, Pennsylvania",1173320421,GA
17430,Maine,"Winn, Maine",1166334099,Start
17431,Pennsylvania,"Charleroi, Pennsylvania",1177115550,GA
17432,South Dakota,"Ree Heights, South Dakota",1171829184,C
17433,Michigan,"Stannard Township, Michigan",1168637627,Start
17434,Tennessee,"Portland, Tennessee",1167746245,GA
17435,Alabama,"Forkland, Alabama",1166068466,C
17436,Pennsylvania,"Dallas Township, Luzerne County, Pennsylvania",1166848897,C
17437,West Virginia,"Auburn, West Virginia",1166014748,C
17438,Montana,"Grass Range, Montana",1152557485,C
17439,Arkansas,"St. Charles, Arkansas",1173362434,C
17440,Pennsylvania,"Morris Township, Washington County, Pennsylvania",1152771560,C
17441,Arizona,"Gila Bend, Arizona",1178205332,GA
17442,Missouri,"Frankford, Missouri",1165747312,C
17443,New York,"Camillus (village), New York",1166689635,Start
17444,Pennsylvania,"Summit Township, Somerset County, Pennsylvania",1167679474,GA
17445,Virginia,"Alleghany County, Virginia",1177381277,C
17446,Hawaii,"Discovery Harbour, Hawaii",1166851821,Stub
17447,Alabama,"Center Point, Alabama",1174837569,C
17448,West Virginia,"Clearview, West Virginia",1133750639,C
17449,Pennsylvania,"Conoy Township, Lancaster County, Pennsylvania",1177101424,C
17450,Alabama,"Black, Alabama",1166015772,Start
17451,Kentucky,"Dycusburg, Kentucky",1166855234,C
17452,Iowa,"Coon Rapids, Iowa",1170593276,C
17453,Pennsylvania,"Mahoning Township, Lawrence County, Pennsylvania",1159982911,C
17454,Kentucky,"Eubank, Kentucky",1165650856,C
17455,Colorado,"Pritchett, Colorado",1166229453,Start
17456,Michigan,"Overisel Township, Michigan",1168312810,C
17457,South Carolina,"Isle of Palms, South Carolina",1159458768,C
17458,Missouri,"Augusta, Missouri",1179694483,C
17459,New Jersey,"North Brunswick, New Jersey",1179890961,FA
17460,California,"Imperial Beach, California",1171547272,C
17461,Washington,"Gig Harbor, Washington",1177543130,C
17462,Kentucky,"Crestview, Kentucky",1176419922,C
17463,Pennsylvania,"Shinglehouse, Pennsylvania",1172746924,GA
17464,Missouri,"Adrian, Missouri",1165506118,C
17465,Iowa,"Cromwell, Iowa",1165645664,Start
17466,Ohio,"Cairo, Ohio",1166688689,C
17467,South Dakota,"Highmore, South Dakota",1172030290,GA
17468,Iowa,"Guthrie County, Iowa",1160186638,C
17469,Ohio,"West Carrollton, Ohio",1172723595,GA
17470,Texas,"Gilmer, Texas",1173749424,C
17471,Louisiana,"Oak Grove, West Carroll Parish, Louisiana",1166209956,C
17472,Pennsylvania,"Boyertown, Pennsylvania",1179391518,C
17473,Missouri,"Marceline, Missouri",1177713692,C
17474,Alabama,"Lake View, Alabama",1170831381,C
17475,Michigan,"Vermontville, Michigan",1177392951,C
17476,Alabama,"Kinsey, Alabama",1166182487,C
17477,Minnesota,"Wabasha, Minnesota",1165906347,C
17478,Missouri,"Corder, Missouri",1165645180,C
17479,Minnesota,"Windom, Minnesota",1177438439,C
17480,Colorado,"Lone Tree, Colorado",1177405379,C
17481,Iowa,"McCallsburg, Iowa",1165892717,C
17482,Michigan,"Berlin Township, St. Clair County, Michigan",1166608673,B
17483,Iowa,"Fontanelle, Iowa",1165747062,GA
17484,Hawaii,"Laie, Hawaii",1171494124,Stub
17485,Kentucky,"Vine Grove, Kentucky",1165906280,C
17486,New Jersey,"Harmony Township, New Jersey",1169968354,GA
17487,Pennsylvania,"Lower Southampton Township, Bucks County, Pennsylvania",1177807490,Stub
17488,Illinois,"Belleville, Illinois",1176389703,C
17489,Pennsylvania,"Milford Township, Pike County, Pennsylvania",1178959776,Start
17490,Michigan,"Meade Township, Mason County, Michigan",1174717221,Start
17491,Texas,"Big Wells, Texas",1165536122,GA
17492,Mississippi,"Jackson, Mississippi",1179928778,B
17493,Maryland,"Glenarden, Maryland",1174847911,GA
17494,Illinois,"Fillmore, Illinois",1167014911,C
17495,Nevada,"Wells, Nevada",1165907046,C
17496,Texas,"Freeport, Texas",1178838098,GA
17497,California,"Piedmont, California",1179589108,B
17498,Idaho,"Plummer, Idaho",1165898230,C
17499,Michigan,"Bloomfield Township, Missaukee County, Michigan",1174670087,Start
17500,Missouri,"Duquesne, Missouri",1165647409,C
17501,New York,"Hammond (village), New York",1177107822,Start
17502,Illinois,"Tower Lakes, Illinois",1167684468,Start
17503,Pennsylvania,"South Bend Township, Armstrong County, Pennsylvania",1175379570,Stub
17504,Washington,"Coulee City, Washington",1160978587,GA
17505,Texas,"Lindale, Texas",1167462997,GA
17506,Maryland,"Midland, Maryland",1174007337,C
17507,New Hampshire,"Hebron, New Hampshire",1166180823,C
17508,Alaska,"Huslia, Alaska",1174931151,GA
17509,California,"St. Helena, California",1174578038,B
17510,Kentucky,"Bonnieville, Kentucky",1165536638,C
17511,Michigan,"Bronson Township, Michigan",1174671258,Start
17512,Missouri,"Wheeling, Missouri",1165907435,GA
17513,West Virginia,"Hendricks, West Virginia",1166180865,GA
17514,Maine,"Mariaville, Maine",1178565671,C
17515,North Dakota,"Butte, North Dakota",1174005283,C
17516,California,"American Canyon, California",1175390586,GA
17517,Pennsylvania,"Carbon Township, Huntingdon County, Pennsylvania",1166690673,C
17518,South Dakota,"Midland, South Dakota",1172501273,C
17519,Michigan,"Kentwood, Michigan",1174930871,C
17520,Michigan,"Little Traverse Township, Michigan",1173360879,Start
17521,Pennsylvania,"Tuscarora Township, Perry County, Pennsylvania",1167738766,Start
